CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX
C17189,1893.423054,1,650.04,1,24
C17190,72.025683,0.545455,891.28,0.5,6
C17191,2684.333591,1,1958.59,1,23
C17192,46.795701,0.272727,1.4,0.166667,2
C17193,45.66329,0.454545,77,0.083333,1
C17194,766.810346,1,0,0,0
C17195,1399.595729,1,1004.98,0.833333,34
C17196,89.567592,0.545455,990.73,0.25,9
C17197,255.4001,0.454545,630.03,0.083333,1
C17198,1004.262002,1,150,0.333333,6
C17199,912.87668,1,4337.19,1,80
C17200,43.561434,1,391.32,1,12
C17201,920.095743,1,0,0,0
C17202,4931.589653,1,0,0,0
C17203,186.25802,1,0,0,0
C17204,374.631961,1,2961.46,0.833333,23
C17205,84.366783,0.909091,776.92,0.833333,10
C17206,1088.056301,1,0,0,0
C17207,82.227363,0.272727,1108.36,0.75,14
C17208,49.401973,0.727273,373.34,0.333333,4
C17209,49.269195,1,213.75,0.75,9
C17210,1379.68959,1,1632.88,0.75,30
C17211,2656.634533,1,450.45,0.583333,9
C17212,222.957451,1,0,0,0
C17213,74.195316,1,796.56,1,12
C17214,314.495423,0.727273,1503.26,0.583333,8
C17215,1274.544399,1,0,0,0
C17216,63.738066,1,961.86,1,34
C17217,1779.796624,1,50.37,0.25,3
C17218,2705.026656,1,0,0,0
C17219,119.237712,1,342.74,1,20
C17220,73.635031,0.909091,1063.65,1,29
C17221,1281.911087,1,3173.5,1,11
C17222,275.8837,1,424.44,1,12
C17223,1458.219714,1,701.52,0.583333,13
C17224,1522.680962,1,0,0,0
C17225,1118.057185,1,0,0,0
C17226,1369.512062,1,589.94,1,23
C17227,28.320092,0.363636,332.5,0.25,6
C17228,16.11487,0.545455,313.25,0.583333,7
C17229,91.029575,1,1055.7,1,14
C17230,2.299436,0.181818,1337.18,1,23
C17231,3120.738718,1,0,0,0
C17232,1806.731926,1,229,0.083333,1
C17233,1004.526608,0.857143,0,0,0
C17234,45.746204,0.833333,170,0.166667,1
C17235,99.700878,0.555556,912.98,0.333333,3
C17236,1378.988523,1,45,0.5,9
C17237,2980.054695,0.818182,26784.62,0.583333,33
C17239,0.064811,0.272727,111.84,0.916667,11
C17240,341.58222,1,1691.22,0.833333,24
C17241,1300.20423,1,96.69,1,14
C17242,5890.807655,1,901.6,0.75,24
C17243,55.28905,0.909091,610.47,0.818182,9
C17244,0,0,278,0.666667,8
C17245,2508.071641,1,217.5,0.083333,2
C17246,189.463475,1,0,0,0
C17247,166.514439,0.777778,503.92,0.777778,14
C17248,1752.637427,1,0,0,0
C17249,1978.729646,1,0,0,0
C17250,120.94715,0.636364,1242.55,0.583333,14
C17251,191.314058,1,860.95,0.583333,10
C17252,1512.574159,1,622.03,1,17
C17253,71.837385,0.454545,0,0,0
C17254,1212.237847,1,400,1,10
C17255,2099.38356,1,556.52,0.166667,2
C17256,3105.528894,1,0,0,0
C17257,780.382656,0.636364,0,0,0
C17258,7.297351,0.3,0,0,0
C17259,46.89543,0.727273,682.64,0.666667,16
C17260,1717.662673,1,209.62,0.666667,8
C17261,274.604824,1,341.37,0.583333,7
C17262,332.678531,0.363636,0,0,0
C17263,276.213858,0.727273,449.86,1,19
C17264,125.039376,0.909091,1118.91,0.583333,15
C17265,4204.42117,1,74.99,0.25,4
C17266,900.229315,1,250.72,0.5,6
C17267,0,0,0,0,0
C17268,1106.815562,1,0,0,0
C17269,2793.274214,1,46.65,0.083333,1
C17270,366.111566,1,3482.9,0.916667,39
C17271,91.597667,1,947.97,1,28
C17272,1085.316705,0.9,0,0,0
C17273,870.882167,1,1976.5,1,18
C17274,0,0,207,1,12
C17275,11.441738,0.363636,93.6,0.25,3
C17276,23.583209,1,199.32,1,12
C17277,969.139152,1,269.34,0.666667,11
C17278,1714.895872,1,1259.93,0.416667,11
C17279,16.629043,0.272727,286.56,0.25,3
C17280,126.467835,0.909091,319.34,0.333333,6
C17281,23.111629,0.363636,237.66,0.25,3
C17282,1155.787246,1,142,0.416667,5
C17283,679.508597,1,380.1,0.416667,5
C17284,2583.654027,0.909091,667.39,0.636364,12
C17285,1.59198,1,166.63,0.083333,1
C17286,208.127012,1,1659.13,0.75,36
C17287,164.51282,0.333333,0,0,0
C17288,38.251194,1,368.84,0.5,6
C17289,5.310611,0.25,234,0.625,6
C17290,265.920698,1,3148.36,1,63
C17291,904.395249,1,158,0.333333,5
C17292,2.508768,0.818182,302.91,1,12
C17293,15.797437,0.636364,195,0.416667,9
C17294,831.835714,0.875,750.02,0.75,13
C17295,263.581756,0.727273,1944.26,0.5,10
C17296,2.053676,0.181818,74,0.166667,2
C17297,2666.147576,1,0,0,0
C17298,974.52764,1,952.02,0.583333,26
C17299,7.388588,0.545455,84.05,0.416667,5
C17300,54.567517,1,0,0,0
C17302,1186.616403,1,0,0,0
C17303,990.780585,1,844.45,0.416667,6
C17304,1486.652099,1,3670.46,1,82
C17305,918.22723,1,0,0,0
C17306,1380.30715,1,664.83,0.666667,11
C17307,44.63179,0.909091,582.6,1,12
C17308,825.952638,1,1024.75,1,39
C17309,1664.334555,1,862.95,0.333333,5
C17310,1470.825974,1,220.7,0.833333,12
C17311,887.090835,1,4349.38,0.833333,31
C17312,581.583282,1,124.65,0.166667,2
C17313,23.261586,0.636364,252,0.583333,7
C17314,12.333825,0.727273,182.16,0.666667,8
C17315,5577.636715,1,5244.8,1,70
C17316,241.384531,0.909091,335,0.416667,10
C17317,311.54,0.777778,2783.03,0.777778,32
C17318,55.176498,1,283.02,1,6
C17319,33.146065,1,218.76,1,12
C17320,1536.477562,1,4258.57,0.916667,30
C17321,15.232505,0.272727,384,1,12
C17322,315.588502,0.272727,0,0,0
C17323,28.939455,1,88.89,0.166667,2
C17324,613.259699,1,0,0,0
C17325,9024.812044,1,0,0,0
C17326,3740.785208,1,0,0,0
C17327,152.557222,1,1410.35,1,29
C17328,5.993508,0.545455,0,0,0
C17329,93.427011,0.8,772.8,0.6,9
C17330,69.79641,0.818182,1175.88,0.75,10
C17331,1432.654644,1,604.52,1,17
C17332,22.56964,0.545455,248.1,0.25,7
C17334,172.70596,1,55,0.333333,4
C17335,21.966399,0.818182,109.16,0.666667,9
C17336,11.250371,0.636364,141.12,0.583333,7
C17337,1277.423486,1,533.73,0.666667,21
C17338,1232.345324,1,0,0,0
C17339,78.379827,1,865.07,0.5,46
C17340,37.021347,0.272727,133.35,0.083333,1
C17341,7.099375,0.363636,81.12,0.25,3
C17342,27.625906,0.818182,234.48,1,12
C17343,214.436679,1,1986.7,0.5,6
C17344,228.025747,1,2159.68,1,46
C17345,21.844186,1,169.56,0.75,9
C17346,416.601199,1,4266.25,1,67
C17347,9.522029,0.272727,458,0.166667,2
C17348,815.229732,1,2371.92,1,12
C17349,337.616152,1,64.12,0.583333,7
C17350,2388.410501,1,0,0,0
C17351,2224.891476,1,211.05,0.333333,4
C17352,1162.054399,0.909091,265.18,0.454545,7
C17353,42.170547,1,588,1,12
C17354,211.1622,0.454545,0,0,0
C17355,1653.400854,1,100,0.090909,1
C17356,4408.966613,1,505.79,0.916667,12
C17357,158.641614,0.7,779.35,0.4,7
C17358,50.078433,0.272727,339.69,0.25,6
C17359,621.553537,0.727273,0,0,0
C17360,7.605458,0.636364,89.75,0.416667,5
C17361,231.859622,0.888889,190,0.111111,1
C17362,518.923941,1,264,0.166667,3
C17363,1098.392083,1,0,0,0
C17364,804.006538,1,0,0,0
C17365,142.290756,1,540,0.166667,2
C17366,162.068326,0.545455,1290.24,0.333333,12
C17367,1443.146299,1,235.4,0.5,6
C17368,366.084233,0.909091,1167.39,0.5,16
C17369,910.821412,1,3726.65,1,74
C17370,2.930211,0.4,285.39,0.9,9
C17371,88.577811,1,356.15,0.75,27
C17372,3805.493532,1,465.6,0.583333,9
C17373,1466.99222,1,230.1,0.5,7
C17374,676.221211,1,125,0.454545,5
C17376,1623.895229,1,0,0,0
C17377,269.075434,1,4572.32,0.916667,38
C17378,34.40685,1,133,0.5,6
C17379,225.662097,1,2566.91,1,41
C17380,402.512336,0.909091,150,0.272727,3
C17381,0,0,269.28,0.75,9
C17382,1520.501423,1,1405.22,0.833333,26
C17383,3015.597547,1,586.77,1,31
C17384,2530.378121,1,55.5,0.25,3
C17385,395.93884,1,991.48,1,24
C17386,7.097146,0.636364,78.19,0.583333,7
C17387,1640.837102,1,0,0,0
C17388,2613.063331,1,0,0,0
C17389,950.716155,1,335.62,0.5,6
C17390,2283.366217,1,2734.77,0.833333,24
C17391,509.685823,1,457.68,1,24
C17392,147.571435,0.5,0,0,0
C17393,2847.472954,1,0,0,0
C17394,1094.632736,1,503.41,1,21
C17395,1258.725885,1,0,0,0
C17396,88.173076,0.636364,659.72,0.583333,29
C17397,3211.389574,1,0,0,0
C17398,303.740542,0.545455,0,0,0
C17399,2981.811529,1,120,0.083333,1
C17400,493.243274,1,1180.68,0.333333,4
C17401,41.414562,1,440,0.916667,11
C17402,39.105741,0.545455,220,0.083333,1
C17403,1937.273513,1,658.87,0.916667,17
C17404,781.279607,1,1370.19,0.75,21
C17405,1322.818587,1,0,0,0
C17406,1841.468929,1,0,0,0
C17407,2371.89209,1,447.81,0.818182,17
C17408,470.353862,1,105,0.166667,2
C17409,308.542887,1,680,0.166667,2
C17410,1175.895992,1,154.38,0.083333,2
C17411,1854.03323,1,1013.5,0.5,15
C17412,1256.612223,1,498.99,0.25,8
C17413,1767.719314,1,0,0,0
C17414,4995.526188,1,0,0,0
C17415,81.088359,0.909091,554.7,0.916667,13
C17416,1153.961386,1,295,0.333333,4
C17417,6262.211034,1,1456.07,0.333333,8
C17418,167.044456,1,1477.42,1,49
C17419,916.487817,1,633.71,1,20
C17420,5269.761999,1,0,0,0
C17421,189.434859,1,500.09,0.916667,24
C17422,1457.381936,1,0,0,0
C17423,1139.894588,1,0,0,0
C17424,231.593057,1,2123.43,0.583333,7
C17425,1625.249578,1,1814.65,1,24
C17426,3840.50578,1,0,0,0
C17427,279.501554,1,1365.5,1,37
C17428,674.838072,1,56.42,0.166667,3
C17429,3215.344017,1,1149.92,1,20
C17430,162.267397,1,907.99,1,8
C17431,2323.083307,0.888889,0,0,0
C17432,10.536718,0.636364,385.4,0.416667,5
C17433,443.339878,1,0,0,0
C17434,2511.847024,1,109,0.2,2
C17435,1054.417866,1,0,0,0
C17436,876.008428,1,500,0.333333,4
C17437,150.071799,0.818182,1800,0.75,9
C17438,1179.746682,1,30,0.166667,4
C17439,739.847303,0.909091,329.25,0.75,13
C17440,2341.530186,1,1791.11,1,22
C17441,290.079966,1,550.93,0.583333,17
C17442,1174.352352,1,0,0,0
C17443,18.957284,0.636364,187.25,0.583333,7
C17444,365.674097,1,1169.73,0.333333,9
C17445,364.726077,0.9,0,0,0
C17446,743.245283,0.6,1610.06,0.5,10
C17448,16.967335,0.181818,2767.85,1,36
C17449,8.35947,0.181818,81.78,0.083333,1
C17450,4530.205197,1,1750.66,1,36
C17451,240.439583,0.545455,481.01,0.333333,4
C17452,745.774052,1,0,0,0
C17453,0,0,226.07,0.583333,7
C17454,2347.383015,1,0,0,0
C17455,2271.102591,1,272.93,0.583333,14
C17456,28.155795,0.454545,324.17,0.416667,5
C17457,26.143505,0.363636,124.03,0.083333,1
C17458,26.864424,1,373.77,1,12
C17459,322.222745,0.666667,2522.03,0.666667,18
C17460,1150.867752,1,108,0.333333,4
C17461,826.283578,1,2241.87,1,45
C17462,564.02688,1,1007.4,0.5,11
C17463,120.307206,0.545455,653.95,0.416667,8
C17464,32.71168,0.454545,350,0.416667,6
C17465,133.797452,0.636364,2460,0.583333,24
C17466,532.467828,1,3262.5,0.9,17
C17467,799.274442,1,906.81,0.916667,29
C17468,857.256959,0.909091,636.84,0.416667,7
C17469,6681.371469,0.833333,2968.2,0.166667,26
C17470,34.775517,1,0,0,0
C17471,25.99831,0.454545,398.57,0.333333,4
C17472,6256.556896,1,0,0,0
C17473,561.003319,1,11577,1,97
C17474,919.252125,1,1002.4,0.5,18
C17476,3139.84354,0.636364,859.03,1,31
C17477,1106.42635,1,0,0,0
C17478,611.327959,1,518.88,1,76
C17479,1205.024103,1,1247.43,1,41
C17480,600.450838,1,351.88,0.666667,10
C17481,32.928594,1,337,1,18
C17482,35.862466,0.545455,361.49,0.454545,9
C17483,673.592238,1,2199.62,1,32
C17484,1456.624844,1,53.9,0.583333,7
C17485,1254.480637,1,0,0,0
C17486,5.135703,0.181818,323.71,1,17
C17487,706.327578,0.888889,169.54,0.333333,3
C17488,3610.883496,1,0,0,0
C17489,95.055337,1,133.45,0.5,6
C17490,1242.886266,1,17.6,0.083333,1
C17491,9.048773,0.909091,316.2,1,24
C17492,169.892916,0.666667,973.5,0.166667,1
C17493,1397.560022,1,0,0,0
C17494,1185.330971,1,0,0,0
C17495,978.771066,1,905.04,0.666667,20
C17496,283.691223,1,45.65,0.083333,1
C17497,6.24762,0.272727,108.2,0.416667,5
C17498,28.612828,1,208,0.833333,10
C17499,677.778395,0.75,0,0,0
C17500,724.614301,0.909091,1534.71,0.666667,18
C17501,59.797799,1,309.25,0.166667,8
C17502,42.653615,1,93.24,0.5,6
C17503,284.43378,0.363636,212.92,0.833333,15
C17504,1569.712031,1,375.92,0.333333,6
C17505,2130.050015,1,1044.2,1,26
C17506,539.072205,1,240.51,1,14
C17507,31.872458,0.636364,394,0.416667,6
C17508,209.026944,1,1520.76,0.916667,24
C17509,683.286191,1,706.08,0.916667,13
C17510,457.07022,0.545455,1273,0.083333,1
C17511,13.440318,1,0,0,0
C17512,762.921161,1,1214.55,0.333333,14
C17513,69.4432,1,368.16,1,32
C17514,26.526741,0.875,135.31,0.875,7
C17515,52.358663,0.454545,658.24,0.166667,2
C17516,1144.128891,1,1373.27,1,30
C17517,399.50457,1,740.11,1,33
C17518,71.431411,1,2068.41,1,27
C17519,42.288669,1,313.36,0.666667,8
C17521,528.324583,0.909091,0,0,0
C17522,1609.514614,1,0,0,0
C17523,442.111046,1,671.36,0.583333,13
C17524,1075.032405,1,0,0,0
C17525,24.660951,0.363636,0,0,0
C17526,55.17712,0.8,532.64,0.8,8
C17527,734.729977,0.727273,0,0,0
C17528,2479.815703,1,5812.17,0.916667,27
C17529,112.702102,0.909091,1437.38,0.583333,17
C17530,3.513242,0.363636,48.04,0.333333,4
C17531,2760.89889,0.9,0,0,0
C17532,784.627873,1,641,0.916667,12
C17533,4071.993764,1,0,0,0
C17534,3616.393429,1,2459.18,1,194
C17535,2971.600871,1,6513.38,0.916667,41
C17536,677.403883,1,0,0,0
C17538,1884.083078,1,31.66,0.166667,2
C17539,114.752318,1,387.12,1,12
C17540,201.487515,1,1688.12,1,12
C17541,299.531528,1,3473.11,1,32
C17542,146.616802,0.363636,0,0,0
C17543,2421.820915,0.666667,0,0,0
C17544,1728.29571,1,673.8,1,12
C17545,1035.03102,1,704.17,1,33
C17546,14.869439,0.818182,391.68,0.833333,10
C17547,842.103869,1,496.56,1,12
C17548,1809.917132,1,266.64,1,24
C17549,399.156352,1,2870.76,1,109
C17550,193.050982,0.875,1337.1,0.875,13
C17551,1243.68657,1,221.72,0.916667,26
C17553,135.418099,1,777.16,1,47
C17554,19.587949,0.909091,299.77,1,16
C17555,745.368581,1,153.89,0.916667,11
C17556,274.305611,1,419.88,1,24
C17557,0,0,443.28,1,12
C17558,367.033521,1,567.75,0.666667,8
C17559,475.301123,1,415.47,0.166667,2
C17560,1865.271423,1,412,0.166667,2
C17561,1618.277656,1,3031.28,0.909091,52
C17562,36.57785,0.545455,561.48,0.5,6
C17563,443.558578,1,26.09,0.083333,4
C17565,17.905235,0.363636,159,0.166667,2
C17566,1514.885982,0.909091,928.06,0.909091,31
C17567,63.292505,1,545.38,0.916667,11
C17568,4135.663046,1,0,0,0
C17569,129.881716,0.909091,672,0.666667,8
C17570,228.107524,1,510.32,1,23
C17571,277.308988,1,1588.34,0.916667,18
C17572,20.920544,0.727273,392.96,0.666667,8
C17573,1462.74666,1,2400.37,1,34
C17574,328.436912,0.727273,2738.82,0.583333,31
C17575,11.772828,0.272727,101,0.166667,2
C17576,6105.102208,1,248.73,0.083333,2
C17577,1223.783946,1,135.24,1,12
C17578,659.121167,1,458.5,0.916667,11
C17579,4228.417754,1,11994.71,0.25,8
C17580,384.803407,1,549,0.5,9
C17581,141.656741,0.181818,1109.83,0.166667,3
C17582,18.120946,0.5,57,0.166667,1
C17583,1150.04204,1,1283.45,1,27
C17584,158.512412,0.454545,713.64,0.083333,2
C17585,4925.078801,1,194.6,0.333333,4
C17586,61.653547,0.454545,1194.22,0.666667,20
C17587,1669.488962,1,0,0,0
C17588,23.587067,1,837.48,1,12
C17589,61.253237,1,377.86,1,24
C17590,622.55987,1,343.46,0.333333,13
C17591,677.077167,1,119.19,0.416667,5
C17593,2.910578,0.727273,56.94,0.25,3
C17594,807.555134,0.818182,242.06,0.5,6
C17595,1099.649455,1,0,0,0
C17596,2369.073061,1,0,0,0
C17597,1.941328,0.181818,15.3,0.083333,1
C17598,2365.48995,1,0,0,0
C17599,1128.878514,1,129.86,0.083333,1
C17600,806.446131,1,0,0,0
C17601,25.921726,0.545455,268.92,0.5,6
C17602,531.075085,0.818182,485.73,0.25,3
C17603,1578.053342,1,177.21,0.416667,5
C17604,1371.187284,1,208.76,0.25,5
C17605,484.108869,1,0,0,0
C17606,48.573636,1,258.36,1,6
C17607,709.475496,1,0,0,0
C17608,1768.456809,1,449.73,0.416667,10
C17609,475.229863,1,126.03,0.090909,1
C17610,75.244732,1,623.3,1,19
C17611,18.627266,0.888889,309.26,0.888889,14
C17612,980.922091,1,0,0,0
C17613,104.311214,0.818182,1270.59,0.583333,8
C17614,2383.427985,1,95.08,0.083333,3
C17615,198.951791,0.25,0,0,0
C17616,145.47022,1,95,0.25,4
C17617,43.087983,0.571429,133,0.142857,1
C17618,1273.498021,1,449.28,1,12
C17619,33.880019,0.909091,3421.12,0.916667,28
C17620,21.881528,1,89.04,0.083333,1
C17621,1223.630962,1,2065.5,1,46
C17622,1441.993476,0.909091,0,0,0
C17623,1070.631288,1,651.91,0.416667,43
C17624,594.268871,0.909091,1036.76,0.583333,17
C17625,25.715061,0.363636,449.32,0.166667,4
C17626,1439.410201,1,184.7,0.166667,2
C17628,543.815182,1,0,0,0
C17629,36.979201,0.181818,0,0,0
C17630,9220.534572,1,1420.31,1,77
C17631,6631.790101,1,74.17,0.090909,1
C17632,39.251217,1,1066.62,0.833333,49
C17633,2.02217,0.181818,0,0,0
C17634,38.068219,0.727273,799.92,1,12
C17635,578.795795,0.545455,994.12,0.833333,12
C17636,1325.679991,1,1084.87,0.833333,16
C17637,743.52828,1,158.95,0.375,3
C17638,0,0,180.66,0.583333,7
C17639,41.789262,1,821.51,0.833333,11
C17640,987.110602,1,0,0,0
C17641,11.981427,0.727273,187.55,0.75,9
C17642,11.316443,0.181818,112.23,0.083333,1
C17643,0,0,300,0.083333,1
C17644,523.127544,1,786.94,0.25,3
C17645,650.485202,1,555.2,0.583333,8
C17646,2320.107011,0.888889,2118.42,0.222222,14
C17647,106.45347,0.818182,2014.84,0.583333,24
C17648,281.112517,0.727273,0,0,0
C17649,324.055174,1,2075.13,1,48
C17650,617.999607,1,387.7,0.833333,13
C17651,2076.211673,1,1057,0.416667,8
C17652,63.078242,1,114,0.25,3
C17653,0.14446,0.1,0,0,0
C17654,1012.841277,0.818182,0,0,0
C17655,6.526735,0.181818,53.09,0.083333,1
C17656,83.258534,1,41.4,0.25,3
C17657,852.530387,1,45.65,0.083333,1
C17658,304.249156,0.909091,3127.98,0.833333,10
C17659,16.004225,0.636364,159.44,0.583333,11
C17660,1087.784698,1,0,0,0
C17661,3255.151368,1,1771.6,0.916667,15
C17662,69.336196,0.545455,211.87,0.083333,1
C17663,1433.404387,1,0,0,0
C17664,3278.506664,0.625,472.51,0.5,9
C17665,68.624743,1,423.23,1,10
C17666,1562.60448,1,880.22,0.416667,8
C17667,412.592491,0.545455,0,0,0
C17668,428.598828,1,208,0.25,4
C17669,2071.951442,1,2090.21,1,80
C17670,973.560975,1,0,0,0
C17671,624.633263,0.818182,0,0,0
C17672,965.88461,1,1,0.083333,1
C17673,82.568778,1,471.64,0.916667,23
C17674,383.370294,1,326.74,0.25,3
C17675,793.855972,1,1478.93,0.333333,10
C17676,51.199057,1,1319.04,1,18
C17677,1488.628126,1,0,0,0
C17678,92.596405,1,720.11,0.583333,16
C17679,382.63138,1,0,0,0
C17680,402.814647,1,960.09,1,59
C17681,1271.172501,0.909091,0,0,0
C17682,124.743322,0.636364,1007.45,0.583333,14
C17683,1060.039731,1,340,0.5,7
C17684,90.084324,1,1098.82,0.583333,13
C17685,85.851188,0.636364,0,0,0
C17686,2115.602918,1,320,0.833333,10
C17687,193.213122,1,2281.57,1,45
C17688,82.98006,1,906.78,1,25
C17689,991.773081,1,2020,0.25,4
C17690,5482.204366,1,0,0,0
C17691,1016.496072,1,64.82,0.142857,1
C17692,205.127197,0.571429,1222.98,0.428571,5
C17693,1450.599152,1,2763.84,1,98
C17694,1405.988009,1,1839,1,27
C17695,424.968492,1,272.28,1,24
C17696,74.4309,1,45.65,0.083333,1
C17697,24.818476,0.909091,390.05,0.833333,11
C17698,1109.876538,1,0,0,0
C17699,679.421923,1,298.49,0.083333,4
C17700,270.135147,0.909091,958.93,0.75,26
C17701,256.02662,0.909091,2098.56,0.909091,22
C17702,794.661653,1,329.96,0.083333,1
C17703,1644.123638,1,0,0,0
C17704,28.80071,0.727273,173.02,0.5,6
C17705,976.390024,1,785.4,0.333333,6
C17706,1005.660131,1,710.03,0.416667,8
C17707,700.723718,1,425.18,1,29
C17708,8.27913,0.454545,670,1,16
C17709,1373.700066,1,267.75,0.75,9
C17710,215.475718,1,670.65,1,18
C17711,108.857699,1,3224.34,1,39
C17712,7.215615,0.272727,54.45,0.083333,1
C17713,1736.930299,1,616,0.916667,11
C17714,242.53001,1,3520,0.916667,11
C17715,1372.083399,1,800,0.833333,10
C17716,6388.820712,1,5154.75,1,115
C17717,254.94701,1,2870.83,1,54
C17718,15.813502,0.636364,120.88,0.416667,5
C17719,77.383767,0.636364,2321.87,0.583333,22
C17720,849.030358,1,345,0.75,24
C17721,525.17417,1,91.23,0.333333,4
C17722,510.953138,1,172.41,0.083333,4
C17723,486.17036,0.545455,0,0,0
C17724,2291.684027,1,4983.93,0.916667,33
C17726,145.722404,1,529.7,1,26
C17727,286.814503,1,2016.14,0.666667,14
C17728,22.455964,0.272727,185.25,0.25,3
C17729,1108.987965,1,0,0,0
C17730,109.473217,1,1251.26,0.833333,19
C17731,233.092662,1,2613.65,1,39
C17732,2112.63873,1,0,0,0
C17733,1.097736,0.272727,343.82,0.833333,10
C17734,874.905296,1,484.04,1,12
C17735,844.022439,1,0,0,0
C17736,87.034432,0.636364,697.57,0.5,15
C17737,377.56851,1,542.51,0.5,9
C17738,2929.582949,1,0,0,0
C17739,1101.792789,1,1591.37,0.666667,10
C17740,623.583624,1,1344.85,0.666667,21
C17741,5.109352,0.181818,0,0,0
C17742,2696.052766,1,0,0,0
C17743,1592.102979,1,45.65,0.083333,1
C17744,14.453345,0.636364,38.65,0.083333,1
C17745,1062.024069,1,0,0,0
C17746,1033.485033,1,137.57,0.166667,3
C17747,803.052704,1,19.75,0.083333,1
C17748,1551.908555,1,416.64,1,14
C17749,936.370785,1,158.45,0.25,3
C17750,1420.156349,1,0,0,0
C17751,14.143579,0.875,175.98,0.875,7
C17752,68.10541,0.25,0,0,0
C17753,3025.373271,1,202.72,0.583333,9
C17754,2513.983606,1,0,0,0
C17755,542.979227,1,1134.96,1,12
C17756,144.436235,0.181818,0,0,0
C17757,2017.391656,1,12024.37,1,133
C17758,39.469095,0.636364,418.97,1,30
C17759,2579.907754,1,125.51,0.25,3
C17760,34.703482,1,247.02,1,18
C17761,29.466141,0.545455,149,0.083333,1
C17762,2764.810135,1,390.52,0.333333,6
C17763,27.931382,0.5,169.4,0.4,5
C17764,2063.9223,0.666667,0,0,0
C17765,1615.724155,1,673.74,1,18
C17767,348.321822,1,0,0,0
C17768,992.724168,1,527.88,1,12
C17769,5.170635,0.545455,367.95,0.916667,11
C17770,1361.815512,1,1309.72,0.916667,53
C17771,1186.276559,1,391.67,0.5,8
C17772,2966.412112,1,1473.26,1,20
C17773,1910.793773,1,2754.09,1,122
C17774,1175.065336,1,2707.46,0.75,29
C17776,378.320894,1,315.02,1,20
C17777,1492.443188,1,1777.27,0.916667,19
C17778,434.393219,1,343.5,0.166667,2
C17779,11.673388,0.272727,76,0.083333,1
C17780,1.063114,0.090909,20.74,0.166667,2
C17781,12.169653,1,187.32,1,12
C17782,738.067431,1,752.97,0.666667,11
C17783,77.285458,1,495,1,12
C17784,1434.836893,1,413.16,0.416667,10
C17785,1247.905033,1,553.67,0.916667,11
C17786,88.35088,1,697.91,1,31
C17787,252.174753,1,411.01,0.833333,28
C17788,1516.44717,1,0,0,0
C17789,3374.66122,1,0,0,0
C17790,1865.008929,1,0,0,0
C17791,2413.719637,1,0,0,0
C17792,411.27629,1,1524.65,1,51
C17793,97.281118,0.818182,3091.75,1,48
C17794,568.222966,1,140.03,0.083333,4
C17795,2773.411911,1,418.68,1,31
C17796,294.720216,1,1880,1,6
C17797,1619.001848,0.363636,0,0,0
C17798,197.159684,1,0,0,0
C17799,954.617658,1,0,0,0
C17800,44.935526,1,401.06,0.916667,11
C17801,28.497217,1,258.91,1,21
C17802,7114.235621,1,1072.24,0.666667,9
C17803,1007.440908,1,430.54,1,21
C17804,2471.904646,1,1590.58,0.583333,35
C17805,733.100601,0.714286,0,0,0
C17806,1159.619047,0.909091,0,0,0
C17807,1818.933435,1,0,0,0
C17808,90.582466,1,809.79,1,44
C17809,1819.444477,1,0,0,0
C17810,28.832982,0.9,266.58,0.9,18
C17811,7.833571,0.181818,92.24,0.166667,2
C17812,433.075331,1,750,1,12
C17813,45.82108,0.181818,632,0.166667,2
C17814,2724.169852,1,49,0.083333,1
C17815,83.030075,1,2298.89,0.916667,22
C17816,1008.494418,1,639.7,1,32
C17817,1688.247199,1,1937.64,0.818182,22
C17818,608.300379,1,0,0,0
C17819,211.865308,0.909091,2505.3,0.833333,20
C17820,454.181676,1,1361.65,0.25,9
C17821,2646.022772,1,1541.13,0.916667,17
C17822,332.697638,1,1080,0.5,6
C17823,489.488586,1,215,0.333333,5
C17824,312.197634,0.181818,0,0,0
C17825,205.421413,1,1174.98,1,6
C17826,3300.406797,1,459,0.666667,9
C17827,5471.186593,0.777778,0,0,0
C17828,685.063917,1,0,0,0
C17829,467.439275,1,0,0,0
C17830,722.404832,0.909091,0,0,0
C17831,16.976117,0.454545,424.99,0.583333,7
C17832,275.240429,0.909091,0,0,0
C17833,666.247487,1,511.34,0.833333,12
C17834,20.594739,1,320.64,1,12
C17835,300.012533,1,3286.41,1,53
C17836,45.905486,1,398.4,1,12
C17837,3377.632916,1,0,0,0
C17838,25.407311,1,504.96,1,48
C17839,504.127471,0.909091,0,0,0
C17840,2270.623981,1,1200,0.083333,1
C17841,2230.689402,1,0,0,0
C17842,30.217276,0.636364,332.5,0.583333,8
C17843,2741.024256,1,0,0,0
C17844,124.58001,0.818182,1302.02,0.75,9
C17845,1.695294,0.090909,9.87,0.083333,1
C17846,349.788099,1,400.6,0.416667,6
C17847,16.388956,0.272727,68.88,0.166667,2
C17848,1551.842759,1,0,0,0
C17849,0.407093,0.090909,49,0.083333,1
C17850,68.045739,0.909091,501.85,1,31
C17851,7081.171387,1,0,0,0
C17852,211.35235,1,267.34,1,22
C17853,1.533981,0.545455,141.56,0.5,6
C17854,827.00042,1,0,0,0
C17855,3495.735827,1,0,0,0
C17856,1571.218695,1,375.24,0.7,8
C17857,180.238427,1,2749.92,1,12
