index,area_type,availability,size,total_sqft,bath,balcony,price
11446,Built-up  Area,1,5,1633,3,2,110
11447,Super built-up  Area,0,3,1151,2,2,46
11448,Super built-up  Area,1,5,1400,2,2,42
11449,Super built-up  Area,0,3,1037,2,1,36
11450,Super built-up  Area,1,3,1188,2,1,36
11451,Super built-up  Area,1,3,1060,2,1,52
11452,Super built-up  Area,1,5,2215,4,2,162
11455,Super built-up  Area,1,3,1075,2,1,53.7
11456,Super built-up  Area,0,7,2569,5,3,180
11458,Super built-up  Area,0,3,1183,2,1,79.54
11459,Super built-up  Area,1,3,1100,2,2,44
11462,Super built-up  Area,1,3,1291,2,1,75
11464,Super built-up  Area,1,3,1060,2,1,55
11465,Super built-up  Area,1,5,1575,2,2,110
11468,Super built-up  Area,1,3,1236,2,1,58
11470,Super built-up  Area,1,5,2475,4,3,326
11476,Super built-up  Area,0,3,1056,2,1,75
11479,Super built-up  Area,0,5,1850,3,2,110
11480,Super built-up  Area,1,7,3150,4,3,180
11484,Super built-up  Area,0,5,1185,2,2,30.22
11485,Super built-up  Area,1,3,918,2,2,56
11487,Built-up  Area,1,5,1540,2,3,70
11488,Super built-up  Area,1,3,1200,2,2,80
11490,Built-up  Area,0,6,2580,4,0,115
11492,Super built-up  Area,1,3,1345,2,2,106
11494,Super built-up  Area,1,3,1510,2,3,80
11498,Super built-up  Area,0,1,629,1,0,42.535
11501,Super built-up  Area,0,5,1100,3,2,53
11502,Carpet  Area,0,7,2282,4,0,115
11504,Plot  Area,1,4,2172,3,0,100
11506,Plot  Area,1,6,600,2,1,72
11510,Super built-up  Area,1,5,1245,2,2,43.58
11512,Built-up  Area,1,3,1200,2,0,46
11516,Super built-up  Area,1,5,2100,3,2,200
11520,Super built-up  Area,1,5,3520,5,2,240
11521,Super built-up  Area,1,3,1041,2,2,54
11522,Super built-up  Area,1,5,1505,2,2,60
11523,Super built-up  Area,0,5,1776,3,2,150
11524,Super built-up  Area,1,5,1767,3,2,89
11525,Super built-up  Area,1,3,1293,2,2,80
11527,Built-up  Area,1,3,1280,2,2,68.48
11528,Super built-up  Area,0,3,1245,2,1,83.05
11531,Super built-up  Area,0,5,1100,3,2,58
11533,Super built-up  Area,0,5,1814,3,1,129
11534,Super built-up  Area,1,5,1610,2,1,112
11536,Super built-up  Area,0,5,1600,3,3,79
11540,Super built-up  Area,1,5,1452,3,3,60.98
11541,Super built-up  Area,1,5,1475,3,3,75
11542,Super built-up  Area,1,3,1353,2,3,75
11545,Plot  Area,1,6,4800,4,3,550
11546,Built-up  Area,1,3,1270,2,1,96
11549,Built-up  Area,0,7,2695,4,3,188
11550,Super built-up  Area,1,5,1330,3,2,65
11552,Super built-up  Area,1,3,1400,2,3,90
11554,Super built-up  Area,1,5,1700,3,2,75
11555,Built-up  Area,1,3,1585,2,2,90
11557,Super built-up  Area,0,3,1128,2,1,67
11558,Plot  Area,0,6,60,4,2,218
11560,Super built-up  Area,1,3,1203,2,2,60
11561,Super built-up  Area,1,3,905,2,1,35
11562,Super built-up  Area,0,5,1450,3,2,79
11563,Super built-up  Area,1,3,1105,2,3,38
11565,Super built-up  Area,1,5,1530,2,3,89
11566,Super built-up  Area,1,3,1105,2,1,35.4
11567,Super built-up  Area,0,3,1333,2,1,78.56
11571,Super built-up  Area,0,5,1530,3,2,76.34
11573,Super built-up  Area,1,3,1270,2,1,94
11574,Super built-up  Area,1,5,1830,3,3,89
11576,Plot  Area,1,6,2400,2,2,250
11578,Super built-up  Area,1,5,1450,2,2,78
11582,Super built-up  Area,1,3,1200,2,2,44.4
11583,Super built-up  Area,1,3,1215,2,0,73.17
11587,Built-up  Area,0,3,1070,2,1,57
11588,Super built-up  Area,1,5,1980,4,1,180
11589,Super built-up  Area,1,3,842,2,2,30
11590,Super built-up  Area,1,1,700,1,1,31.2
11593,Built-up  Area,1,3,1100,2,2,75
11594,Super built-up  Area,1,3,1196,2,2,40.54
11595,Super built-up  Area,1,5,1820,3,2,85
11597,Super built-up  Area,1,3,1185,2,2,43.5
11599,Super built-up  Area,1,3,1220,2,1,89
11600,Super built-up  Area,1,3,1116,2,3,51.91
11601,Super built-up  Area,1,3,1192,2,3,75
11602,Super built-up  Area,1,5,1449,3,2,110
11603,Plot  Area,1,4,2500,3,1,250
11604,Built-up  Area,1,5,1700,3,2,90
11605,Super built-up  Area,0,5,1920,3,2,150
11609,Super built-up  Area,0,3,1447,3,2,76
11610,Super built-up  Area,0,3,1329,2,1,107
11611,Built-up  Area,1,5,1314,2,2,70.44
11614,Super built-up  Area,0,5,1513,3,1,103
11616,Super built-up  Area,1,3,1246,2,1,67.5
11618,Super built-up  Area,1,3,1220,2,2,62
11621,Super built-up  Area,1,3,1245,2,2,80
11622,Super built-up  Area,1,5,1495,2,1,63
11624,Built-up  Area,1,3,996,2,2,36.5
11626,Built-up  Area,1,3,1250,2,3,75
11627,Super built-up  Area,0,3,975,2,1,24.86
11628,Super built-up  Area,1,5,1261,2,1,80
11629,Built-up  Area,1,3,1080,2,2,46
11630,Super built-up  Area,1,3,1230,2,1,50
11632,Super built-up  Area,0,5,1260,3,1,49.36
11633,Super built-up  Area,1,5,1590,2,2,135
11634,Super built-up  Area,1,3,1220,2,2,39
11635,Super built-up  Area,0,5,1320,2,1,38.12
11636,Super built-up  Area,1,5,1750,3,2,105
11637,Super built-up  Area,1,5,1436,2,3,62.15
11640,Super built-up  Area,1,5,1560,3,2,90
11642,Super built-up  Area,1,3,1275,2,2,59
11644,Super built-up  Area,1,5,2400,3,2,115
11646,Plot  Area,0,6,3150,5,1,212
11647,Super built-up  Area,1,5,1960,3,2,165
11648,Super built-up  Area,1,7,3200,5,3,309
11649,Super built-up  Area,1,3,1195,2,2,100
11650,Super built-up  Area,1,3,1140,2,0,53.105
11653,Plot  Area,0,6,4304,4,2,699
11655,Super built-up  Area,1,5,2100,3,2,130
11657,Super built-up  Area,1,3,1027,2,1,44
11658,Plot  Area,1,6,1575,4,3,250
11659,Super built-up  Area,0,5,1365,3,1,52.82
11660,Super built-up  Area,1,1,650,1,1,18
11663,Built-up  Area,1,5,1075,2,1,57
11664,Super built-up  Area,1,3,1100,2,1,63
11666,Super built-up  Area,1,5,1500,3,2,65
11669,Super built-up  Area,1,3,1246,2,1,67.5
11670,Super built-up  Area,0,5,1718,3,2,90.2
11671,Super built-up  Area,1,5,1075,2,1,32
11678,Super built-up  Area,1,5,1685,3,1,90
11679,Super built-up  Area,1,3,1180,2,2,65
11680,Built-up  Area,1,3,1200,2,1,60
11682,Super built-up  Area,0,3,900,2,1,41
11683,Built-up  Area,1,3,1000,2,1,45
11686,Super built-up  Area,1,3,1404,2,1,70
11687,Super built-up  Area,1,5,1610,2,2,115
11688,Super built-up  Area,0,3,1760,2,1,85
11690,Built-up  Area,1,3,1190,2,2,42
11692,Super built-up  Area,1,5,2415,3,2,399
11693,Super built-up  Area,0,3,1235,2,2,44.5
11694,Super built-up  Area,1,3,1275,2,3,55
11696,Super built-up  Area,1,3,1197,2,1,76
11697,Super built-up  Area,0,1,644,1,1,32
11699,Super built-up  Area,0,3,1105,2,2,30
11704,Super built-up  Area,1,3,1206,2,1,55
11705,Super built-up  Area,1,5,1560,3,2,78
11706,Super built-up  Area,1,1,750,1,2,47
11707,Built-up  Area,1,3,1035,2,2,90
11709,Super built-up  Area,1,1,702,1,0,35.8
11714,Built-up  Area,1,3,560,2,1,22
11715,Super built-up  Area,1,5,1426,2,2,61.5
11716,Super built-up  Area,1,5,1885,3,2,135
11717,Super built-up  Area,0,3,935,2,0,37.77
11718,Super built-up  Area,0,3,1171,2,2,73
11720,Super built-up  Area,1,5,1820,3,2,95
11721,Super built-up  Area,1,5,1580,2,2,66.85
11722,Super built-up  Area,1,5,1452,2,2,46.29
11723,Super built-up  Area,1,5,1445,2,1,89.56
11724,Super built-up  Area,1,3,1170,2,1,39
11726,Super built-up  Area,0,5,1100,3,2,53
11728,Built-up  Area,1,5,2600,3,2,160
11729,Super built-up  Area,1,5,1532,3,2,59.75
11731,Super built-up  Area,1,3,1473,2,1,85
11732,Super built-up  Area,1,5,1350,3,2,80.99
11733,Super built-up  Area,1,7,4040,4,0,500
11734,Super built-up  Area,0,5,1980,4,2,166
11735,Super built-up  Area,0,5,1660,3,2,128
11738,Plot  Area,1,8,4000,5,2,425
11739,Super built-up  Area,1,5,2475,4,3,340
11741,Super built-up  Area,1,3,1080,2,1,48
11742,Super built-up  Area,1,5,1521,2,2,57.5
11743,Built-up  Area,1,3,1053,2,0,51
11744,Super built-up  Area,0,5,2406,5,2,289
11747,Super built-up  Area,1,5,1430,2,2,51.48
11748,Built-up  Area,1,5,2400,3,2,12
11752,Super built-up  Area,1,3,1000,2,2,39.5
11753,Super built-up  Area,1,5,1630,3,3,68
11754,Super built-up  Area,1,3,985,2,1,40.5
11755,Super built-up  Area,1,3,1200,2,2,70
11757,Super built-up  Area,1,5,1670,3,2,59
11759,Plot  Area,0,6,1240,4,0,110
11760,Built-up  Area,1,3,1000,2,2,60
11764,Super built-up  Area,0,7,2400,6,0,122.5
11765,Super built-up  Area,1,3,1140,2,2,43
11766,Super built-up  Area,1,5,1635,3,3,85
11769,Super built-up  Area,1,5,1760,3,2,185
11770,Super built-up  Area,1,5,2137,3,2,110
11771,Super built-up  Area,1,3,973,2,1,50.74
11772,Super built-up  Area,0,5,1724,3,1,146
11776,Super built-up  Area,1,3,883,2,1,49
11778,Super built-up  Area,1,7,2787,5,2,220
11779,Built-up  Area,1,5,1470,2,3,60
11780,Super built-up  Area,0,3,891,2,1,24.95
11782,Super built-up  Area,1,5,1787,3,2,120
11784,Super built-up  Area,1,3,1320,2,2,110
11785,Super built-up  Area,0,5,1692,3,3,108
11786,Super built-up  Area,1,5,1400,3,2,69
11788,Super built-up  Area,1,3,1370,2,2,56
11789,Super built-up  Area,0,5,1602,3,2,56
11791,Super built-up  Area,1,1,675,1,1,35
11792,Built-up  Area,1,6,3250,4,2,136
11793,Super built-up  Area,1,3,1050,2,3,43
11794,Built-up  Area,1,3,1035,2,1,42.5
11795,Super built-up  Area,0,5,1200,2,2,44
11796,Super built-up  Area,1,5,1800,3,2,128
11797,Built-up  Area,1,5,1625,3,2,70
11798,Super built-up  Area,0,3,1032,2,1,31.99
11799,Super built-up  Area,0,5,1496,2,1,71.81
11802,Built-up  Area,0,3,1125,2,1,32.63
11803,Super built-up  Area,1,5,1555,3,3,73
11804,Super built-up  Area,1,3,1025,2,1,42
11805,Super built-up  Area,0,5,1482,2,1,83.73
11807,Super built-up  Area,1,3,900,2,1,44.5
11808,Super built-up  Area,1,5,1355,2,3,75
11811,Super built-up  Area,1,5,1563,3,2,63
11817,Super built-up  Area,1,3,1360,2,1,101
11818,Super built-up  Area,1,5,1835,3,3,88
11819,Built-up  Area,1,5,1756,3,2,110
11820,Super built-up  Area,1,5,1296,2,2,51.83
11821,Super built-up  Area,1,3,1300,2,1,75
11822,Super built-up  Area,1,3,1141,2,1,50
11824,Built-up  Area,1,3,1210,2,1,55
11825,Super built-up  Area,1,3,1310,2,2,67
11827,Super built-up  Area,0,5,1052,2,0,55.195
11828,Super built-up  Area,1,5,1745,3,2,140
11832,Super built-up  Area,0,3,1140,2,1,34
11833,Super built-up  Area,1,3,1210,2,2,54
11835,Super built-up  Area,1,1,633,1,1,17.09
11836,Built-up  Area,1,1,485,1,1,19.5
11837,Super built-up  Area,1,3,1112,2,2,40
11839,Super built-up  Area,1,5,2275,4,2,187
11840,Super built-up  Area,1,5,1419,3,2,85
11843,Super built-up  Area,1,3,1047,2,2,91
11844,Super built-up  Area,1,5,1884,4,2,117
11846,Super built-up  Area,1,3,905,2,1,58
11847,Super built-up  Area,1,5,1500,2,1,108
11852,Super built-up  Area,1,5,1305,2,1,77
11853,Super built-up  Area,1,3,1125,2,1,65
11854,Super built-up  Area,1,3,865,2,2,33
11855,Super built-up  Area,1,5,1245,3,3,66
11857,Super built-up  Area,1,5,1145,2,2,60
11858,Built-up  Area,1,5,2000,3,1,90
11859,Super built-up  Area,0,1,625,1,1,43.68
11860,Super built-up  Area,1,5,1724,3,2,128
11862,Super built-up  Area,1,5,1270,2,1,54
11864,Super built-up  Area,0,5,1485,3,2,72
11870,Super built-up  Area,1,5,1950,4,2,120
11871,Super built-up  Area,1,5,1756,3,2,125
11873,Super built-up  Area,0,1,520,1,1,14.04
11874,Built-up  Area,1,3,1025,2,1,48
11877,Super built-up  Area,1,7,3335,4,3,300
11879,Super built-up  Area,0,5,1411,2,2,60
11880,Super built-up  Area,1,5,1320,2,1,39.6
11881,Built-up  Area,1,3,1320,2,0,50
11883,Super built-up  Area,1,5,1804,3,2,155
11884,Super built-up  Area,1,3,1140,2,2,46
11886,Super built-up  Area,1,7,2375,4,2,189
11890,Super built-up  Area,1,3,965,2,1,54
11891,Super built-up  Area,1,5,1684,3,1,120
11892,Super built-up  Area,1,5,1672,3,2,86
11893,Super built-up  Area,1,3,1075,2,2,60
11894,Plot  Area,1,4,1500,5,2,95
11896,Super built-up  Area,0,3,1420,2,1,99.26
11898,Super built-up  Area,1,3,1169,2,2,64.08
11899,Super built-up  Area,0,5,1290,2,1,62
11902,Super built-up  Area,1,5,1500,3,2,70
11905,Super built-up  Area,0,5,1310,2,1,37.84
11907,Super built-up  Area,1,5,2150,3,0,170
11914,Super built-up  Area,1,3,1025,2,2,45.5
11916,Built-up  Area,0,3,1070,2,1,60
11917,Super built-up  Area,1,3,815,2,1,40
11918,Built-up  Area,1,5,2000,3,3,105
11921,Super built-up  Area,1,7,5666,5,0,300
11924,Plot  Area,1,6,3500,5,2,450
11930,Super built-up  Area,1,3,1205,2,1,45.79
11931,Super built-up  Area,1,3,1368,2,3,87
11936,Super built-up  Area,1,3,1408,2,2,58
11938,Built-up  Area,1,5,1507,3,1,80
11941,Built-up  Area,1,3,960,2,3,50
11942,Super built-up  Area,1,3,1021,2,2,46
11943,Super built-up  Area,1,5,2162.03,4,2,129
11944,Super built-up  Area,1,3,1065,2,1,36
11945,Super built-up  Area,1,1,400,1,1,10.25
11946,Super built-up  Area,1,5,1465,2,1,75
11947,Super built-up  Area,0,3,900,2,1,41
11948,Super built-up  Area,1,5,1800,3,2,95
11949,Super built-up  Area,1,3,1175,2,2,83
11952,Super built-up  Area,1,3,1050,2,0,59
11953,Built-up  Area,0,5,1400,2,2,40.43
11954,Super built-up  Area,1,5,1650,3,1,150
11955,Super built-up  Area,1,5,1827,3,2,97
11956,Super built-up  Area,1,5,1930,4,2,122
11957,Super built-up  Area,0,3,883,2,1,37
11961,Super built-up  Area,1,5,1290,2,3,38.69
11966,Plot  Area,1,6,2400,3,0,200
11967,Super built-up  Area,0,5,1200,2,1,57.9
11968,Built-up  Area,1,5,1520,3,2,125
11969,Super built-up  Area,0,1,620,1,0,38.46
11970,Super built-up  Area,1,5,2710,3,2,177
11971,Super built-up  Area,1,3,1150,2,2,57
11973,Super built-up  Area,1,5,1200,2,3,110
11974,Super built-up  Area,0,3,1252,2,1,92
11975,Super built-up  Area,1,5,1650,3,2,85
11976,Built-up  Area,1,3,1270,2,2,80
11977,Super built-up  Area,1,3,992,2,1,70
11980,Built-up  Area,1,5,1075,2,1,41.49
11982,Super built-up  Area,1,3,1190,2,1,42
11984,Super built-up  Area,1,5,1814,3,3,63
11985,Built-up  Area,1,5,1400,3,2,98
11987,Super built-up  Area,1,5,1344,2,0,56
11988,Plot  Area,1,6,5400,5,3,475
11989,Super built-up  Area,1,5,1843,3,2,95
11990,Super built-up  Area,0,3,1138,2,1,32
11991,Built-up  Area,1,5,1495,2,2,70
11992,Super built-up  Area,1,3,880,2,1,19
11993,Super built-up  Area,0,5,1396,3,1,74
11994,Built-up  Area,1,5,1610,2,3,119
11996,Built-up  Area,0,5,1410,2,2,43.71
11999,Super built-up  Area,1,3,1104,2,2,58
12000,Super built-up  Area,0,3,1165,2,1,67
12002,Super built-up  Area,1,3,1310,2,3,60
12006,Super built-up  Area,0,5,2240,3,2,300
12007,Super built-up  Area,1,3,1150,2,1,38.08
12008,Super built-up  Area,0,5,2019,3,1,70.67
12009,Super built-up  Area,1,3,986,2,1,31
12013,Super built-up  Area,1,5,1318,3,2,56
12014,Built-up  Area,1,5,1325,2,2,58
12015,Built-up  Area,1,3,800,2,1,33
12018,Super built-up  Area,1,3,1010,2,1,52
12019,Super built-up  Area,1,3,1260,2,3,75
12021,Plot  Area,1,4,1520,3,1,165
12024,Super built-up  Area,1,3,1197,2,1,75
12027,Super built-up  Area,1,5,1241,2,1,68
12028,Super built-up  Area,1,5,1567,2,3,62
12029,Super built-up  Area,1,5,1747,3,1,110
12030,Super built-up  Area,0,5,1475,2,2,55
12033,Super built-up  Area,1,3,980,2,1,51
12034,Super built-up  Area,0,3,966,2,1,58
12035,Super built-up  Area,1,7,2360,3,2,185
12036,Super built-up  Area,0,3,1112,2,1,62
12037,Super built-up  Area,1,3,550,1,1,16
12038,Built-up  Area,1,5,1760,3,3,90
12039,Super built-up  Area,1,5,1830,2,3,113
12040,Super built-up  Area,0,3,1175,2,1,67.77
12041,Super built-up  Area,1,3,1175,2,1,41
12043,Super built-up  Area,0,3,1232,2,1,80
12044,Built-up  Area,1,3,1010,2,2,57
12045,Super built-up  Area,1,3,1273,2,2,60
12046,Super built-up  Area,0,3,1590,2,2,102
12047,Super built-up  Area,1,3,1100,2,1,58.5
12048,Super built-up  Area,1,5,1252,2,1,65
12049,Super built-up  Area,1,7,2615,5,3,222
12053,Super built-up  Area,1,5,1755,3,2,117
12054,Super built-up  Area,1,3,1135,2,2,46
12059,Plot  Area,1,6,3500,4,2,550
12061,Super built-up  Area,0,5,1100,2,1,53
12063,Built-up  Area,1,3,1236,2,1,50
12065,Built-up  Area,0,3,1075,2,2,32.25
12069,Super built-up  Area,1,3,1150,2,2,42
12071,Super built-up  Area,1,3,1085,2,1,43.4
12072,Built-up  Area,1,5,1785,3,0,165
12073,Super built-up  Area,1,5,2475,4,3,300
12074,Super built-up  Area,1,5,1930,4,2,120
12079,Super built-up  Area,1,5,1920,3,3,122
12081,Super built-up  Area,1,1,760,1,2,50.4
12082,Built-up  Area,1,3,1201,2,3,80
12083,Super built-up  Area,0,5,1615,3,2,97
12085,Super built-up  Area,1,5,1991,4,2,100
12086,Super built-up  Area,1,3,1377,2,2,80
12087,Super built-up  Area,1,5,2880,3,2,560
12088,Plot  Area,1,4,1892,3,2,200
12089,Built-up  Area,1,5,2176,3,3,348
12090,Super built-up  Area,0,1,663,1,0,32.82
12092,Super built-up  Area,1,5,3554,4,1,340
12093,Super built-up  Area,1,3,1260,2,1,45.5
12094,Built-up  Area,1,3,1095,2,1,39
12096,Super built-up  Area,1,3,1176,2,2,50
12097,Super built-up  Area,1,5,1801,3,2,115
12099,Super built-up  Area,1,3,1194,2,2,46
12101,Super built-up  Area,0,5,1308,2,3,53
12102,Plot  Area,1,6,4250,4,2,610
12103,Super built-up  Area,1,5,1806,6,2,116
12105,Super built-up  Area,1,5,2144,3,2,140
12106,Built-up  Area,1,3,1065,2,3,33.75
12107,Super built-up  Area,0,3,1205,2,1,67
12108,Super built-up  Area,1,3,1160,2,2,40.58
12110,Super built-up  Area,1,3,1194,2,2,47
12114,Super built-up  Area,1,7,3633,5,1,335
12115,Built-up  Area,1,5,1843,3,2,90
12117,Super built-up  Area,1,5,1885,3,2,85.52
12120,Super built-up  Area,1,3,1126,2,1,39.4
12121,Super built-up  Area,1,5,1357,2,2,59
12122,Super built-up  Area,1,5,1451,2,2,46.4
12124,Super built-up  Area,1,3,950,2,1,55
12125,Built-up  Area,1,3,960,2,2,48
12127,Plot  Area,0,4,2200,4,1,150
12128,Super built-up  Area,1,5,1607,2,2,112
12129,Super built-up  Area,0,3,900,2,1,46.29
12130,Built-up  Area,1,3,1080,2,2,38
12132,Super built-up  Area,1,7,1708,3,0,64.05
12134,Super built-up  Area,1,5,1690,2,2,116
12137,Super built-up  Area,1,3,1243,2,2,46
12139,Built-up  Area,0,3,1165,2,1,33.64
12141,Super built-up  Area,1,3,1194,2,2,47
12142,Super built-up  Area,1,5,1630,3,2,110
12143,Super built-up  Area,0,3,1063,2,1,42.52
12144,Super built-up  Area,1,3,1025,2,1,39.98
12146,Super built-up  Area,0,3,1299,2,1,89.63
12147,Super built-up  Area,0,3,1343,2,1,76
12149,Super built-up  Area,1,5,1524,2,3,72
12150,Super built-up  Area,1,7,2236,4,2,153
12154,Super built-up  Area,1,3,1205,2,1,79
12159,Super built-up  Area,0,5,1950.2,3,2,261
12160,Super built-up  Area,0,5,1157,2,1,69
12161,Super built-up  Area,0,1,712,1,0,35.475
12162,Built-up  Area,1,3,1000,2,2,40
12163,Built-up  Area,0,1,602,1,1,33
12165,Super built-up  Area,0,3,1108,2,0,66.46
12168,Super built-up  Area,1,3,1196,2,2,40.54
12169,Super built-up  Area,0,1,850,1,1,37.32
12170,Super built-up  Area,0,5,2171.66,3,2,298
12171,Super built-up  Area,1,3,900,2,1,40
12172,Super built-up  Area,1,1,720,1,1,33
12173,Super built-up  Area,1,5,1573,3,2,115
12174,Super built-up  Area,1,3,1026,2,1,60.8
12176,Built-up  Area,0,5,1400,2,2,40.44
12178,Super built-up  Area,1,3,1150,2,1,48.5
12180,Super built-up  Area,1,5,2400,3,2,380
12182,Super built-up  Area,1,5,1790,3,2,105
12183,Super built-up  Area,1,3,1125,2,2,75
12184,Super built-up  Area,0,5,1783,3,0,84.205
12185,Super built-up  Area,1,3,1100,2,1,50
12187,Built-up  Area,1,3,1105,2,2,57
12188,Super built-up  Area,1,3,1110,2,2,46.5
12189,Super built-up  Area,1,1,708,1,1,41
12192,Super built-up  Area,1,7,3122,6,2,250
12193,Super built-up  Area,1,3,1205,2,2,37
12194,Super built-up  Area,1,5,1450,2,2,73
12197,Built-up  Area,1,3,1200,2,2,42
12199,Super built-up  Area,1,5,1837,2,2,95
12200,Super built-up  Area,0,3,1346,2,1,76.01
12201,Built-up  Area,1,3,1012,2,1,68
12202,Super built-up  Area,0,5,1950.2,3,2,193
12204,Super built-up  Area,1,5,1500,2,2,60
12205,Super built-up  Area,1,3,1197,2,1,79.9
12206,Super built-up  Area,0,5,1230,2,2,31.37
12208,Super built-up  Area,1,5,1563,2,2,52
12210,Super built-up  Area,1,7,3729,4,2,384
12211,Plot  Area,1,4,1600,3,1,120
12212,Super built-up  Area,1,5,1715,3,3,120
12214,Super built-up  Area,0,3,1151,2,2,42.5
12218,Super built-up  Area,1,3,1315,2,3,77
12221,Super built-up  Area,0,5,1600,3,2,63.2
12222,Super built-up  Area,1,5,1660,3,2,104
12223,Super built-up  Area,1,3,1299,2,3,58
12224,Super built-up  Area,1,3,953,2,1,90
12225,Super built-up  Area,1,3,1457,2,3,60
12228,Super built-up  Area,1,5,1075,2,1,33.53
12229,Super built-up  Area,1,5,1450,3,3,51
12230,Super built-up  Area,1,9,5515,6,2,425
12231,Super built-up  Area,1,1,950,1,1,40
12233,Super built-up  Area,1,3,1013,2,2,60
12236,Super built-up  Area,1,5,1430,3,1,61
12238,Carpet  Area,1,5,1600,3,2,77
12239,Super built-up  Area,1,3,1190,2,1,48
12240,Super built-up  Area,1,5,1625,3,2,95
12242,Super built-up  Area,1,5,1615,3,2,150
12243,Super built-up  Area,1,3,1180,2,2,85
12245,Built-up  Area,1,3,850,2,1,45
12248,Built-up  Area,1,3,1300,2,3,90
12249,Super built-up  Area,1,5,1891,3,1,110
12250,Super built-up  Area,1,5,1735,3,3,78
12251,Super built-up  Area,1,5,1075,2,1,33
12254,Super built-up  Area,1,5,1590,3,2,57
12258,Built-up  Area,1,3,1010,2,1,58
12259,Super built-up  Area,1,3,1221,2,2,68
12261,Super built-up  Area,0,3,1108,2,1,87.48
12263,Super built-up  Area,0,3,1370,2,1,70
12265,Super built-up  Area,0,3,1277,2,1,79.89
12268,Plot  Area,1,6,2400,3,3,140
12272,Super built-up  Area,1,5,1570,3,2,68
12274,Super built-up  Area,1,3,1053,2,3,44
12275,Super built-up  Area,1,5,1325,2,3,56
12277,Super built-up  Area,0,3,1274,2,1,90
12278,Super built-up  Area,1,3,1317,2,2,52
12279,Built-up  Area,1,3,1195,2,1,75
12280,Super built-up  Area,0,7,2528,4,0,137
12281,Super built-up  Area,1,3,940,2,2,35
12282,Built-up  Area,1,5,1820,3,2,95.5
12284,Built-up  Area,1,5,1615,3,0,96.9
12286,Super built-up  Area,1,3,985,2,1,62.5
12288,Super built-up  Area,1,3,656,2,1,25
12289,Super built-up  Area,1,3,1105,2,1,39.5
12290,Super built-up  Area,1,3,1220,2,1,55
12291,Built-up  Area,1,5,1400,3,2,74
12294,Built-up  Area,1,3,1000,2,1,35
12296,Super built-up  Area,1,5,1330,2,1,57
12297,Super built-up  Area,0,3,1165,2,1,52
12298,Super built-up  Area,1,3,1153,2,2,56
12299,Built-up  Area,1,3,1270,2,2,45
12302,Super built-up  Area,1,5,1420,2,2,95
12305,Super built-up  Area,0,3,1454,2,1,90
12306,Super built-up  Area,1,3,1116,2,3,48.76
12308,Super built-up  Area,0,3,1346,2,1,74.03
12309,Super built-up  Area,1,3,1062,2,1,50
12311,Super built-up  Area,0,3,1405,2,1,99
12313,Plot  Area,1,4,2153,4,3,120
12315,Super built-up  Area,1,5,2135,3,2,170
12316,Super built-up  Area,1,3,1125,2,1,47
12319,Super built-up  Area,1,3,940,2,1,32.9
12320,Super built-up  Area,0,3,1063,2,1,32.79
12321,Super built-up  Area,1,3,1382,2,2,84.5
12323,Super built-up  Area,1,5,1400,2,3,60
12324,Super built-up  Area,0,1,475,1,1,26
12326,Super built-up  Area,1,5,1450,3,3,65
12327,Super built-up  Area,1,3,1162,2,1,52
12328,Super built-up  Area,0,3,1161,2,1,48.75
12329,Super built-up  Area,1,5,1623.29,2,2,105
12330,Super built-up  Area,1,3,1260,2,1,70
12331,Plot  Area,1,6,1672,3,2,190
12332,Plot  Area,1,4,3000,4,2,240
12333,Super built-up  Area,1,5,1500,2,0,70
12334,Super built-up  Area,0,1,650,1,0,34.545
12336,Super built-up  Area,1,5,2000,3,3,200
12338,Plot  Area,1,4,1200,3,2,150
12340,Super built-up  Area,1,5,1400,2,3,56
12341,Super built-up  Area,1,5,2257,3,2,155
12342,Super built-up  Area,1,3,1153,2,2,56.5
12343,Super built-up  Area,1,3,1197,2,1,56.86
12344,Super built-up  Area,1,3,1150,2,2,90
12346,Super built-up  Area,0,5,1837,3,1,110
12348,Super built-up  Area,1,5,1830,3,3,91.86
12349,Super built-up  Area,1,5,1715,3,3,115
12350,Super built-up  Area,1,3,970,2,1,35
12353,Plot  Area,1,4,5480,4,2,400
12355,Super built-up  Area,1,7,3040,4,2,135
12356,Super built-up  Area,0,3,1168,2,1,66
12357,Super built-up  Area,1,3,1160,2,2,36.54
12358,Built-up  Area,1,5,1500,3,2,75
12362,Super built-up  Area,1,3,935,2,2,39
12365,Built-up  Area,1,5,1650,3,1,180
12366,Plot  Area,1,4,5656,5,0,499
12367,Super built-up  Area,1,3,1300,2,1,33
12368,Super built-up  Area,1,3,950,2,1,60
12371,Super built-up  Area,1,5,1425,2,2,65
12372,Built-up  Area,1,3,1165,1,0,42.09
12374,Built-up  Area,1,5,1510,3,2,78
12375,Super built-up  Area,1,3,1305,2,2,90
12377,Built-up  Area,1,3,866,2,2,32
12378,Super built-up  Area,1,3,1231,2,1,84.5
12380,Super built-up  Area,1,5,2500,3,3,138
12381,Super built-up  Area,1,3,1140,2,3,55
12382,Super built-up  Area,0,1,525,1,1,30
12387,Super built-up  Area,1,3,1100,2,1,41
12388,Plot  Area,0,6,4723,4,3,500
12390,Plot  Area,1,6,3508,4,1,386
12392,Super built-up  Area,1,3,1354,2,2,70
12393,Super built-up  Area,1,7,2453,3,2,250
12396,Super built-up  Area,0,3,1205,2,2,60
