CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS
C17271,91.597667,1,947.97,0,947.97,0,1,0,1,0,0,28,5000,876.723841
C17272,1085.316705,0.9,0,0,0,2339.490308,0,0,0,0.6,18,0,2500,166.510521
C17273,870.882167,1,1976.5,1276.5,700,146.371963,1,0.545455,0.727273,0.090909,1,18,1500,467.583907
C17274,0,0,207,0,207,0,1,0,1,0,0,12,2500,0
C17275,11.441738,0.363636,93.6,0,93.6,0,0.25,0,0.25,0,0,3,1900,603.723258
C17276,23.583209,1,199.32,0,199.32,0,1,0,1,0,0,12,1500,160.013341
C17277,969.139152,1,269.34,78,191.34,78.31266,0.666667,0.083333,0.583333,0.083333,1,11,2000,641.186755
C17278,1714.895872,1,1259.93,1134.96,124.97,1113.090333,0.416667,0.333333,0.25,0.5,13,11,2500,1609.219696
C17279,16.629043,0.272727,286.56,0,286.56,0,0.25,0,0.25,0,0,3,1500,1080.55703
C17280,126.467835,0.909091,319.34,0,319.34,0,0.333333,0,0.333333,0,0,6,2700,512.790367
C17281,23.111629,0.363636,237.66,0,237.66,0,0.25,0,0.166667,0,0,3,3000,538.820587
C17282,1155.787246,1,142,12,130,178.259834,0.416667,0.083333,0.333333,0.083333,1,5,1200,429.827489
C17283,679.508597,1,380.1,0,380.1,0,0.416667,0,0.416667,0,0,5,2500,443.106331
C17284,2583.654027,0.909091,667.39,214.53,452.86,389.261392,0.636364,0.181818,0.545455,0.181818,6,12,6000,572.759229
C17285,1.59198,1,166.63,0,166.63,0,0.083333,0,0.083333,0,0,1,6000,331.28441
C17286,208.127012,1,1659.13,1341.29,317.84,0,0.75,0.333333,0.5,0,0,36,5000,1296.563214
C17287,164.51282,0.333333,0,0,0,145.563558,0,0,0,0.166667,1,0,1200,1055.203377
C17288,38.251194,1,368.84,0,368.84,0,0.5,0,0.416667,0,0,6,3000,417.861072
C17289,5.310611,0.25,234,0,234,0,0.625,0,0.625,0,0,6,1500,303.704799
C17290,265.920698,1,3148.36,2415.75,732.61,0,1,1,0.833333,0,0,63,4000,3140.255647
C17291,904.395249,1,158,90,68,0,0.333333,0.083333,0.333333,0,0,5,900,358.518609
C17292,2.508768,0.818182,302.91,302.91,0,0,1,1,0,0,0,12,3000,287.749893
C17293,15.797437,0.636364,195,0,195,0,0.416667,0,0.416667,0,0,9,2000,283.424488
C17294,831.835714,0.875,750.02,588.02,162,477.128277,0.75,0.375,0.625,0.25,7,13,1200,215.867749
C17295,263.581756,0.727273,1944.26,700,1244.26,819.47409,0.5,0.083333,0.416667,0.083333,2,10,2700,2628.464774
C17296,2.053676,0.181818,74,0,74,0,0.166667,0,0.083333,0,0,2,6000,68.147484
C17297,2666.147576,1,0,0,0,2704.302935,0,0,0,0.166667,2,0,3000,592.958317
C17298,974.52764,1,952.02,445.08,506.94,0,0.583333,0.25,0.583333,0,0,26,4000,1452.017727
C17299,7.388588,0.545455,84.05,0,84.05,0,0.416667,0,0.416667,0,0,5,4000,171.883336
C17300,54.567517,1,0,0,0,207.390596,0,0,0,0.166667,4,0,3000,276.975673
C17302,1186.616403,1,0,0,0,1496.629534,0,0,0,0.25,4,0,1500,1779.274853
C17303,990.780585,1,844.45,844.45,0,0,0.416667,0.416667,0,0,0,6,3000,530.463101
C17304,1486.652099,1,3670.46,2603.58,1066.88,371.312458,1,0.75,1,0.25,4,82,4000,1098.980289
C17305,918.22723,1,0,0,0,869.988157,0,0,0,0.083333,6,0,1200,881.16504
C17306,1380.30715,1,664.83,0,664.83,1106.333559,0.666667,0,0.583333,0.166667,4,11,2500,401.138062
C17307,44.63179,0.909091,582.6,0,582.6,0,1,0,1,0,0,12,3000,854.15178
C17308,825.952638,1,1024.75,0,1024.75,0,1,0,1,0,0,39,1200,746.172552
C17309,1664.334555,1,862.95,862.95,0,0,0.333333,0.333333,0,0,0,5,1900,987.668179
C17310,1470.825974,1,220.7,0,220.7,400.571728,0.833333,0,0.75,0.25,7,12,3000,782.80657
C17311,887.090835,1,4349.38,4026.08,323.3,0,0.833333,0.666667,0.583333,0,0,31,3000,4388.029841
C17312,581.583282,1,124.65,124.65,0,0,0.166667,0.166667,0,0,0,2,600,312.63967
C17313,23.261586,0.636364,252,0,252,0,0.583333,0,0.583333,0,0,7,2500,430.487291
C17314,12.333825,0.727273,182.16,0,182.16,0,0.666667,0,0.583333,0,0,8,5000,150.287189
C17315,5577.636715,1,5244.8,2089.74,3155.06,0,1,0.75,1,0,0,70,12500,2823.945882
C17316,241.384531,0.909091,335,99,236,0,0.416667,0.166667,0.333333,0,0,10,1000,661.587172
C17317,311.54,0.777778,2783.03,2007.26,775.77,0,0.777778,0.777778,0.666667,0,0,32,2000,2924.377302
C17318,55.176498,1,283.02,0,283.02,0,1,0,0.833333,0,0,6,1000,213.493415
C17319,33.146065,1,218.76,0,218.76,0,1,0,1,0,0,12,5000,199.280071
C17320,1536.477562,1,4258.57,3121.93,1136.64,0,0.916667,0.416667,0.75,0,0,30,5000,2660.323704
C17321,15.232505,0.272727,384,0,384,0,1,0,1,0,0,12,1500,568.982664
C17322,315.588502,0.272727,0,0,0,2966.464163,0,0,0,0.25,5,0,3000,7842.362894
C17323,28.939455,1,88.89,88.89,0,0,0.166667,0.166667,0,0,0,2,1500,167.408848
C17324,613.259699,1,0,0,0,57.112427,0,0,0,0.083333,2,0,700,241.173093
C17325,9024.812044,1,0,0,0,2750.442399,0,0,0,0.083333,2,0,9000,302.484224
C17326,3740.785208,1,0,0,0,3010.940233,0,0,0,0.333333,5,0,10000,6038.594309
C17327,152.557222,1,1410.35,695.45,714.9,0,1,0.333333,1,0,0,29,2500,1202.218177
C17328,5.993508,0.545455,0,0,0,18.751913,0,0,0,0.083333,1,0,500,46.268562
C17329,93.427011,0.8,772.8,772.8,0,0,0.6,0.6,0,0,0,9,1200,850.9555
C17330,69.79641,0.818182,1175.88,0,1175.88,0,0.75,0,0.75,0,0,10,2000,1410.334754
C17331,1432.654644,1,604.52,178.16,426.36,0,1,0.25,1,0,0,17,1400,611.086937
C17332,22.56964,0.545455,248.1,110.8,137.3,0,0.25,0.166667,0.083333,0,0,7,1200,111.212325
C17334,172.70596,1,55,0,55,0,0.333333,0,0.333333,0,0,4,1500,190.74504
C17335,21.966399,0.818182,109.16,35,74.16,0,0.666667,0.083333,0.666667,0,0,9,4000,125.832337
C17336,11.250371,0.636364,141.12,0,141.12,0,0.583333,0,0.5,0,0,7,5000,94.386204
C17337,1277.423486,1,533.73,213.98,319.75,606.668879,0.666667,0.416667,0.333333,0.333333,5,21,1500,1403.721157
C17338,1232.345324,1,0,0,0,369.262743,0,0,0,0.083333,2,0,1700,299.568227
C17339,78.379827,1,865.07,0,865.07,0,0.5,0,0.5,0,0,46,5000,1255.249234
C17340,37.021347,0.272727,133.35,0,133.35,0,0.083333,0,0.083333,0,0,1,2500,936.840542
C17341,7.099375,0.363636,81.12,0,81.12,0,0.25,0,0.166667,0,0,3,4000,157.006258
C17342,27.625906,0.818182,234.48,0,234.48,0,1,0,1,0,0,12,2500,109.281131
C17343,214.436679,1,1986.7,0,1986.7,0,0.5,0,0.5,0,0,6,700,2186.981284
C17344,228.025747,1,2159.68,598.02,1561.66,0,1,0.333333,1,0,0,46,3000,2161.393568
C17345,21.844186,1,169.56,0,169.56,0,0.75,0,0.666667,0,0,9,2500,181.438267
C17346,416.601199,1,4266.25,2214.05,2052.2,0,1,1,1,0,0,67,4000,3822.475208
C17347,9.522029,0.272727,458,458,0,0,0.166667,0.166667,0,0,0,2,3000,641.866089
C17348,815.229732,1,2371.92,0,2371.92,0,1,0,1,0,0,12,2000,1741.315136
C17349,337.616152,1,64.12,0,64.12,0,0.583333,0,0.5,0,0,7,2000,422.115624
C17350,2388.410501,1,0,0,0,7529.012056,0,0,0,0.416667,15,0,7000,1593.23412
C17351,2224.891476,1,211.05,211.05,0,4014.66362,0.333333,0.333333,0,0.833333,19,4,3000,3615.055541
C17352,1162.054399,0.909091,265.18,154.9,110.28,1216.25491,0.454545,0.090909,0.272727,0.272727,7,7,1500,292.523356
C17353,42.170547,1,588,0,588,0,1,0,1,0,0,12,2500,611.475897
C17354,211.1622,0.454545,0,0,0,892.182389,0,0,0,0.166667,5,0,1000,546.738575
C17355,1653.400854,1,100,100,0,2031.677435,0.090909,0.090909,0,0.363636,13,1,2000,575.557594
C17356,4408.966613,1,505.79,112.49,393.3,1601.520906,0.916667,0.166667,0.75,0.416667,5,12,5000,1210.835102
C17357,158.641614,0.7,779.35,779.35,0,0,0.4,0.4,0,0,0,7,1200,812.070417
C17358,50.078433,0.272727,339.69,0,339.69,0,0.25,0,0.166667,0,0,6,1200,76.455028
C17359,621.553537,0.727273,0,0,0,5018.474514,0,0,0,0.333333,6,0,2000,3406.081412
C17360,7.605458,0.636364,89.75,0,89.75,0,0.416667,0,0.416667,0,0,5,4000,132.580643
C17361,231.859622,0.888889,190,190,0,108.768879,0.111111,0.111111,0,0.111111,2,1,1200,119.940752
C17362,518.923941,1,264,264,0,0,0.166667,0.166667,0,0,0,3,5000,235.996925
C17363,1098.392083,1,0,0,0,1297.518366,0,0,0,0.25,4,0,1200,1490.988443
C17364,804.006538,1,0,0,0,266.561781,0,0,0,0.083333,1,0,2500,226.212069
C17365,142.290756,1,540,520,20,0,0.166667,0.083333,0.083333,0,0,2,4000,245.492892
C17366,162.068326,0.545455,1290.24,1201.37,88.87,0,0.333333,0.25,0.166667,0,0,12,6000,963.846752
C17367,1443.146299,1,235.4,0,235.4,615.789083,0.5,0,0.5,0.25,4,6,1800,831.048408
C17368,366.084233,0.909091,1167.39,1167.39,0,200.106907,0.5,0.5,0,0.083333,3,16,2500,470.516409
C17369,910.821412,1,3726.65,2536.89,1189.76,0,1,0.916667,1,0,0,74,3000,5125.340024
C17370,2.930211,0.4,285.39,0,285.39,0,0.9,0,0.8,0,0,9,1500,305.985621
C17371,88.577811,1,356.15,356.15,0,0,0.75,0.75,0,0,0,27,1600,349.838628
C17372,3805.493532,1,465.6,232,233.6,2406.661489,0.583333,0.166667,0.5,0.25,13,9,4500,949.278907
C17373,1466.99222,1,230.1,30,200.1,0,0.5,0.083333,0.5,0,0,7,1500,415.795291
C17374,676.221211,1,125,0,125,0,0.454545,0,0.454545,0,0,5,1000,340.888872
C17376,1623.895229,1,0,0,0,352.784134,0,0,0,0.583333,11,0,1700,729.695998
C17377,269.075434,1,4572.32,2727.37,1844.95,2935.973895,0.916667,0.583333,0.75,0.75,40,38,4000,6555.062784
C17378,34.40685,1,133,0,133,0,0.5,0,0.333333,0,0,6,1500,153.124928
C17379,225.662097,1,2566.91,0,2566.91,0,1,0,1,0,0,41,5000,2649.088349
C17380,402.512336,0.909091,150,0,150,0,0.272727,0,0.181818,0,0,3,450,228.715923
C17381,0,0,269.28,0,269.28,0,0.75,0,0.75,0,0,9,1500,208.949793
C17382,1520.501423,1,1405.22,828.4,576.82,0,0.833333,0.416667,0.583333,0,0,26,10500,470.831678
C17383,3015.597547,1,586.77,101.4,485.37,1726.922555,1,0.083333,1,0.25,7,31,3400,1472.730273
C17384,2530.378121,1,55.5,0,55.5,0,0.25,0,0.25,0,0,3,3500,1041.914403
C17385,395.93884,1,991.48,707.02,284.46,208.802882,1,1,0.666667,0.25,5,24,1400,959.26132
C17386,7.097146,0.636364,78.19,0,78.19,0,0.583333,0,0.5,0,0,7,5000,63.770059
C17387,1640.837102,1,0,0,0,708.972588,0,0,0,0.5,12,0,1900,493.854051
C17388,2613.063331,1,0,0,0,1695.629234,0,0,0,0.75,18,0,3000,710.063755
C17389,950.716155,1,335.62,0,335.62,0,0.5,0,0.5,0,0,6,1000,762.737851
C17390,2283.366217,1,2734.77,1645.87,1088.9,4303.863961,0.833333,0.583333,0.5,0.75,23,24,9500,8122.574527
C17391,509.685823,1,457.68,0,457.68,0,1,0,1,0,0,24,4000,157.893758
C17392,147.571435,0.5,0,0,0,2200.173071,0,0,0,0.2,2,0,1200,2763.958077
C17393,2847.472954,1,0,0,0,3800.293424,0,0,0,0.583333,16,0,4000,4869.842863
C17394,1094.632736,1,503.41,0,503.41,445.031842,1,0,1,0.833333,21,21,1000,1108.862245
C17395,1258.725885,1,0,0,0,4353.620039,0,0,0,0.583333,21,0,3000,4229.128226
C17396,88.173076,0.636364,659.72,85.86,573.86,0,0.583333,0.083333,0.583333,0,0,29,4000,1070.775031
C17397,3211.389574,1,0,0,0,4464.940638,0,0,0,0.583333,45,0,6500,6925.733929
C17398,303.740542,0.545455,0,0,0,869.489056,0,0,0,0.083333,2,0,1000,359.36061
C17399,2981.811529,1,120,120,0,1085.441874,0.083333,0.083333,0,0.416667,12,1,6500,870.661235
C17400,493.243274,1,1180.68,1180.68,0,0,0.333333,0.333333,0,0,0,4,1500,948.216919
C17401,41.414562,1,440,0,440,0,0.916667,0,0.833333,0,0,11,1000,445.575139
C17402,39.105741,0.545455,220,220,0,0,0.083333,0.083333,0,0,0,1,3000,427.409497
C17403,1937.273513,1,658.87,79.67,579.2,0,0.916667,0.166667,0.833333,0,0,17,2000,758.215724
C17404,781.279607,1,1370.19,1370.19,0,0,0.75,0.75,0,0,0,21,2500,1391.682252
C17405,1322.818587,1,0,0,0,762.301096,0,0,0,0.545455,11,0,1500,1035.62732
C17406,1841.468929,1,0,0,0,513.751922,0,0,0,0.5,10,0,2000,573.083099
C17407,2371.89209,1,447.81,289.43,158.38,5515.157108,0.818182,0.181818,0.636364,0.454545,16,17,8500,458.534768
C17408,470.353862,1,105,105,0,391.351946,0.166667,0.166667,0,0.166667,3,2,700,239.928287
C17409,308.542887,1,680,680,0,0,0.166667,0.166667,0,0,0,2,2500,1261.970352
C17410,1175.895992,1,154.38,154.38,0,37.197366,0.083333,0.083333,0,0.083333,1,2,4000,1909.161919
C17411,1854.03323,1,1013.5,576,437.5,1243.093189,0.5,0.083333,0.333333,0.083333,5,15,2000,654.473825
C17412,1256.612223,1,498.99,498.99,0,1353.14431,0.25,0.25,0,0.5,10,8,3000,685.344851
C17413,1767.719314,1,0,0,0,272.520678,0,0,0,0.25,3,0,2000,514.651337
C17414,4995.526188,1,0,0,0,5807.528817,0,0,0,0.416667,13,0,6000,1083.891126
C17415,81.088359,0.909091,554.7,316,238.7,0,0.916667,0.166667,0.916667,0,0,13,1000,579.784969
C17416,1153.961386,1,295,295,0,0,0.333333,0.333333,0,0,0,4,1200,428.640942
C17417,6262.211034,1,1456.07,76.07,1380,5425.912807,0.333333,0.083333,0.25,0.416667,16,8,10500,6933.817424
C17418,167.044456,1,1477.42,0,1477.42,1434.563127,1,0,1,0.083333,1,49,2500,2860.74586
C17419,916.487817,1,633.71,316.82,316.89,0,1,0.416667,0.75,0,0,20,4000,255.469805
C17420,5269.761999,1,0,0,0,663.355012,0,0,0,0.083333,2,0,6500,1305.706821
C17421,189.434859,1,500.09,0,500.09,0,0.916667,0,0.916667,0,0,24,3000,521.673011
C17422,1457.381936,1,0,0,0,236.725014,0,0,0,0.416667,7,0,1500,536.361045
C17423,1139.894588,1,0,0,0,1030.19301,0,0,0,0.083333,1,0,1200,300.826793
C17424,231.593057,1,2123.43,0,2123.43,424.95317,0.583333,0,0.583333,0.083333,1,7,7500,2812.54066
C17425,1625.249578,1,1814.65,854.65,960,1825.212313,1,0.083333,1,0.416667,6,24,3000,1281.171589
C17426,3840.50578,1,0,0,0,5558.961557,0,0,0,0.5,20,0,5500,4608.621771
C17427,279.501554,1,1365.5,336,1029.5,0,1,0.083333,1,0,0,37,5000,1340.02971
C17428,674.838072,1,56.42,56.42,0,419.348768,0.166667,0.166667,0,0.583333,13,3,800,429.961027
C17429,3215.344017,1,1149.92,729.86,420.06,5157.157638,1,0.416667,0.916667,0.75,42,20,6500,2171.419976
C17430,162.267397,1,907.99,907.99,0,339.493008,1,1,0,0.166667,2,8,1120,1223.617997
C17431,2323.083307,0.888889,0,0,0,4750.570325,0,0,0,0.222222,2,0,6000,3537.546355
C17432,10.536718,0.636364,385.4,0,385.4,0,0.416667,0,0.333333,0,0,5,2500,416.407817
C17433,443.339878,1,0,0,0,857.622301,0,0,0,0.555556,5,0,1200,274.760566
C17434,2511.847024,1,109,109,0,317.452807,0.2,0.2,0,0.8,13,2,8000,456.810152
C17435,1054.417866,1,0,0,0,239.097147,0,0,0,0.166667,3,0,1200,323.486669
C17436,876.008428,1,500,0,500,182.955711,0.333333,0,0.333333,0.083333,1,4,1200,510.340741
C17437,150.071799,0.818182,1800,0,1800,0,0.75,0,0.666667,0,0,9,5000,2021.257541
C17438,1179.746682,1,30,30,0,39.323999,0.166667,0.166667,0,0.166667,2,4,1200,264.032163
C17439,739.847303,0.909091,329.25,0,329.25,1153.945828,0.75,0,0.75,0.166667,6,13,1000,2406.97813
C17440,2341.530186,1,1791.11,1244.47,546.64,3091.496553,1,0.833333,0.583333,0.75,19,22,5500,1409.686401
C17441,290.079966,1,550.93,0,550.93,0,0.583333,0,0.583333,0,0,17,4000,579.825344
C17442,1174.352352,1,0,0,0,166.250847,0,0,0,0.083333,1,0,2500,253.408681
C17443,18.957284,0.636364,187.25,0,187.25,0,0.583333,0,0.583333,0,0,7,3000,296.967289
C17444,365.674097,1,1169.73,1169.73,0,0,0.333333,0.333333,0,0,0,9,1500,877.026023
C17445,364.726077,0.9,0,0,0,555.036998,0,0,0,0.4,4,0,500,218.664436
C17446,743.245283,0.6,1610.06,1211.9,398.16,0,0.5,0.2,0.4,0,0,10,3500,274.724354
C17448,16.967335,0.181818,2767.85,495.59,2272.26,0,1,1,1,0,0,36,3000,1322.585206
C17449,8.35947,0.181818,81.78,0,81.78,0,0.083333,0,0.083333,0,0,1,4000,896.300688
C17450,4530.205197,1,1750.66,643.18,1107.48,26268.69989,1,0.333333,1,0.583333,10,36,8500,25203.91336
C17451,240.439583,0.545455,481.01,481.01,0,461.403602,0.333333,0.333333,0,0.333333,6,4,1200,139.715889
C17452,745.774052,1,0,0,0,1221.85443,0,0,0,0.25,6,0,5000,1169.235129
C17453,0,0,226.07,0,226.07,0,0.583333,0,0.583333,0,0,7,2500,0
C17454,2347.383015,1,0,0,0,1480.171443,0,0,0,0.333333,4,0,3000,571.934258
C17455,2271.102591,1,272.93,0,272.93,1120.44963,0.583333,0,0.583333,0.083333,2,14,2500,764.791793
C17456,28.155795,0.454545,324.17,0,324.17,0,0.416667,0,0.416667,0,0,5,1500,354.506682
C17457,26.143505,0.363636,124.03,124.03,0,0,0.083333,0.083333,0,0,0,1,1000,309.366769
C17458,26.864424,1,373.77,0,373.77,0,1,0,0.916667,0,0,12,7000,381.479704
C17459,322.222745,0.666667,2522.03,2180.79,341.24,0,0.666667,0.666667,0.555556,0,0,18,9000,1898.185428
C17460,1150.867752,1,108,0,108,0,0.333333,0,0.333333,0,0,4,1000,98.195732
C17461,826.283578,1,2241.87,1941.55,300.32,0,1,0.833333,0.916667,0,0,45,2500,2578.745567
C17462,564.02688,1,1007.4,941.82,65.58,0,0.5,0.5,0.083333,0,0,11,2000,506.930593
C17463,120.307206,0.545455,653.95,653.95,0,0,0.416667,0.416667,0,0,0,8,2500,1327.025412
C17464,32.71168,0.454545,350,0,350,0,0.416667,0,0.333333,0,0,6,3000,421.815239
C17465,133.797452,0.636364,2460,0,2460,0,0.583333,0,0.5,0,0,24,2500,3601.545344
C17466,532.467828,1,3262.5,1186.74,2075.76,0,0.9,0.1,0.8,0,0,17,4500,2683.090485
C17467,799.274442,1,906.81,449.65,457.16,730.50642,0.916667,0.583333,0.75,0.083333,2,29,1000,1590.918593
C17468,857.256959,0.909091,636.84,484.2,152.64,2224.941246,0.416667,0.166667,0.166667,0.5,11,7,3000,443.001353
C17469,6681.371469,0.833333,2968.2,2968.2,0,7709.347455,0.166667,0.166667,0,0.166667,2,26,9000,3035.412729
C17470,34.775517,1,0,0,0,18.240626,0,0,0,0.083333,1,0,1500,1132.985402
C17471,25.99831,0.454545,398.57,111.24,287.33,0,0.333333,0.083333,0.25,0,0,4,2500,821.069037
C17472,6256.556896,1,0,0,0,2045.731359,0,0,0,0.416667,14,0,6500,1573.751794
C17473,561.003319,1,11577,10975,602,875.58307,1,1,0.5,0.25,6,97,5500,12148.50351
C17474,919.252125,1,1002.4,1002.4,0,196.076296,0.5,0.5,0,0.25,4,18,2000,173.632529
C17476,3139.84354,0.636364,859.03,0,859.03,1360.869614,1,0,1,0.333333,21,31,9000,8655.727728
C17477,1106.42635,1,0,0,0,639.271966,0,0,0,0.333333,5,0,2500,364.636263
C17478,611.327959,1,518.88,0,518.88,0,1,0,1,0,0,76,600,670.361848
C17479,1205.024103,1,1247.43,0,1247.43,0,1,0,1,0,0,41,1000,1314.358147
C17480,600.450838,1,351.88,104.78,247.1,445.263361,0.666667,0.25,0.5,0.583333,13,10,800,785.561972
C17481,32.928594,1,337,0,337,0,1,0,1,0,0,18,2500,398.157668
C17482,35.862466,0.545455,361.49,361.49,0,0,0.454545,0.454545,0,0,0,9,1500,625.790303
C17483,673.592238,1,2199.62,303.56,1896.06,0,1,0.25,1,0,0,32,3000,2377.36405
C17484,1456.624844,1,53.9,0,53.9,0,0.583333,0,0.583333,0,0,7,1500,330.888649
C17485,1254.480637,1,0,0,0,263.591009,0,0,0,0.083333,1,0,1500,684.225274
C17486,5.135703,0.181818,323.71,0,323.71,0,1,0,1,0,0,17,1500,219.996991
C17487,706.327578,0.888889,169.54,169.54,0,1406.735573,0.333333,0.333333,0,0.888889,14,3,2500,302.97678
C17488,3610.883496,1,0,0,0,2791.511852,0,0,0,0.166667,8,0,4500,810.481966
C17489,95.055337,1,133.45,16.8,116.65,437.390028,0.5,0.083333,0.333333,0.083333,1,6,2500,469.271786
C17490,1242.886266,1,17.6,17.6,0,0,0.083333,0.083333,0,0,0,1,4000,589.674674
C17491,9.048773,0.909091,316.2,0,316.2,0,1,0,1,0,0,24,2000,391.398298
C17492,169.892916,0.666667,973.5,973.5,0,0,0.166667,0.166667,0,0,0,1,2000,28.078586
C17493,1397.560022,1,0,0,0,869.402466,0,0,0,0.166667,2,0,2000,543.796511
C17494,1185.330971,1,0,0,0,1651.711638,0,0,0,0.5,21,0,3000,341.938368
C17495,978.771066,1,905.04,545.12,359.92,0,0.666667,0.166667,0.666667,0,0,20,4000,392.482391
C17496,283.691223,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1000,165.821773
C17497,6.24762,0.272727,108.2,0,108.2,0,0.416667,0,0.416667,0,0,5,4500,0
C17498,28.612828,1,208,0,208,0,0.833333,0,0.833333,0,0,10,3000,253.537038
C17499,677.778395,0.75,0,0,0,1361.306734,0,0,0,0.125,2,0,1500,1515.946459
C17500,724.614301,0.909091,1534.71,431.4,1103.31,1363.547989,0.666667,0.416667,0.5,0.75,26,18,1700,1809.593702
C17501,59.797799,1,309.25,289.4,19.85,0,0.166667,0.166667,0.083333,0,0,8,2000,675.101601
C17502,42.653615,1,93.24,0,93.24,0,0.5,0,0.5,0,0,6,5000,156.57819
C17503,284.43378,0.363636,212.92,0,212.92,0,0.833333,0,0.833333,0,0,15,1500,1202.791804
C17504,1569.712031,1,375.92,375.92,0,38.237206,0.333333,0.333333,0,0.083333,2,6,1700,530.069186
C17505,2130.050015,1,1044.2,835.96,208.24,0,1,0.7,0.7,0,0,26,6000,597.906134
C17506,539.072205,1,240.51,128.64,111.87,0,1,0.25,0.916667,0,0,14,500,340.349133
C17507,31.872458,0.636364,394,0,394,0,0.416667,0,0.25,0,0,6,1500,778.621541
C17508,209.026944,1,1520.76,657.19,863.57,0,0.916667,0.25,0.916667,0,0,24,3500,1771.078066
C17509,683.286191,1,706.08,706.08,0,0,0.916667,0.916667,0,0,0,13,1500,1847.90353
C17510,457.07022,0.545455,1273,1273,0,0,0.083333,0.083333,0,0,0,1,2500,2633.35913
C17511,13.440318,1,0,0,0,138.410148,0,0,0,0.125,1,0,1500,150.90008
C17512,762.921161,1,1214.55,992.67,221.88,399.600567,0.333333,0.166667,0.25,0.25,4,14,1500,1579.200728
C17513,69.4432,1,368.16,0,368.16,0,1,0,1,0,0,32,2500,153.124113
C17514,26.526741,0.875,135.31,0,135.31,0,0.875,0,0.75,0,0,7,1500,93.853979
C17515,52.358663,0.454545,658.24,658.24,0,0,0.166667,0.166667,0,0,0,2,4000,1609.331101
C17516,1144.128891,1,1373.27,688.15,685.12,1101.351331,1,1,0.833333,0.166667,4,30,4000,1705.162709
C17517,399.50457,1,740.11,410.28,329.83,0,1,0.333333,1,0,0,33,1200,1379.683829
C17518,71.431411,1,2068.41,0,2068.41,0,1,0,1,0,0,27,2500,1984.989648
C17519,42.288669,1,313.36,0,313.36,0,0.666667,0,0.666667,0,0,8,2000,428.089548
C17521,528.324583,0.909091,0,0,0,2101.089889,0,0,0,0.416667,7,0,3000,1398.911214
C17522,1609.514614,1,0,0,0,136.209339,0,0,0,0.083333,2,0,1700,277.622861
C17523,442.111046,1,671.36,0,671.36,777.528996,0.583333,0,0.5,0.083333,1,13,3000,63.199553
C17524,1075.032405,1,0,0,0,134.388107,0,0,0,0.25,6,0,1200,585.94084
C17525,24.660951,0.363636,0,0,0,398.729042,0,0,0,0.090909,1,0,500,757.357928
C17526,55.17712,0.8,532.64,0,532.64,0,0.8,0,0.7,0,0,8,2500,547.608958
C17527,734.729977,0.727273,0,0,0,428.36939,0,0,0,0.083333,5,0,1200,1596.300157
C17528,2479.815703,1,5812.17,5142.57,669.6,638.563709,0.916667,0.75,0.416667,0.083333,3,27,10500,4586.498256
C17529,112.702102,0.909091,1437.38,1437.38,0,0,0.583333,0.583333,0,0,0,17,2000,1469.057487
C17530,3.513242,0.363636,48.04,0,48.04,0,0.333333,0,0.333333,0,0,4,1500,140.940173
C17531,2760.89889,0.9,0,0,0,4278.969301,0,0,0,0.6,11,0,7500,997.950103
C17532,784.627873,1,641,641,0,913.146344,0.916667,0.916667,0,0.083333,1,12,1800,1657.991354
C17533,4071.993764,1,0,0,0,1541.393819,0,0,0,0.25,3,0,5000,1528.928247
C17534,3616.393429,1,2459.18,30,2429.18,0,1,0.083333,1,0,0,194,5500,2203.05836
C17535,2971.600871,1,6513.38,4694.68,1818.7,0,0.916667,0.333333,0.833333,0,0,41,5000,4960.050608
C17536,677.403883,1,0,0,0,1149.411566,0,0,0,0.666667,8,0,1200,126.873568
C17538,1884.083078,1,31.66,0,31.66,493.377807,0.166667,0,0.166667,0.583333,14,2,2000,901.067057
C17539,114.752318,1,387.12,0,387.12,0,1,0,0.916667,0,0,12,2500,981.332431
C17540,201.487515,1,1688.12,0,1688.12,0,1,0,1,0,0,12,4000,1641.148627
C17541,299.531528,1,3473.11,1263.54,2209.57,0,1,0.583333,1,0,0,32,7500,3019.01839
C17542,146.616802,0.363636,0,0,0,614.430788,0,0,0,0.166667,2,0,1200,216.978003
C17543,2421.820915,0.666667,0,0,0,4045.770203,0,0,0,0.5,7,0,5000,334.730343
C17544,1728.29571,1,673.8,0,673.8,0,1,0,1,0,0,12,1700,727.421149
C17545,1035.03102,1,704.17,0,704.17,0,1,0,1,0,0,33,3400,274.26228
C17546,14.869439,0.818182,391.68,0,391.68,0,0.833333,0,0.833333,0,0,10,1500,442.402951
C17547,842.103869,1,496.56,0,496.56,0,1,0,1,0,0,12,1000,254.599294
C17548,1809.917132,1,266.64,0,266.64,0,1,0,1,0,0,24,2500,77.991128
C17549,399.156352,1,2870.76,894.49,1976.27,0,1,0.583333,1,0,0,109,2500,3064.377023
